row_index,source_video_id,segment_id,prob_hate,binary_label_pred,severity_pred,target_group,taxonomy_labels_pred,raw_json,pred_tax_hate_speech,pred_tax_discrimination,pred_tax_contextual_hate,pred_tax_threat,pred_tax_violence,pred_tax_fear,pred_tax_sexual,pred_tax_illegal,pred_tax_online_harm,review_reasons,auto_accept
0,hate_video_1,hate_video_1_0_5,0.8937061429023743,1,0,,hate_speech|contextual_hate|fear|sexual,"{""binary_label"": 1, ""prob_hate"": 0.8937061429023743, ""severity"": 0, ""severity_probs"": [0.3818674683570862, 0.11836756020784378, 0.34846264123916626, 0.15130238234996796], ""target_group"": null, ""moderation_explanation"": ""Selected taxonomy labels: hate_speech, contextual_hate, threat, fear, sexual. No target group was returned because none was grounded in text evidence."", ""moderation_summary"": {""selected_taxonomy_count"": 5, ""max_taxonomy_prob"": 0.6135280132293701, ""prob_hate"": 0.8937061429023743}, ""taxonomy"": {""labels"": [""hate_speech"", ""contextual_hate"", ""fear"", ""sexual""], ""candidates"": [{""label"": ""discrimination"", ""probability"": 0.5829193592071533, ""threshold"": 0.65, ""reason"": ""below_threshold_candidate""}, {""label"": ""threat"", ""probability"": 0.4614618718624115, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}, {""label"": ""violence"", ""probability"": 0.47024402022361755, ""threshold"": 0.5499999999999999, ""reason"": ""below_threshold_candidate""}, {""label"": ""illegal"", ""probability"": 0.4455493092536926, ""threshold"": 0.49999999999999994, ""reason"": ""below_threshold_candidate""}, {""label"": ""online_harm"", ""probability"": 0.5802454948425293, ""threshold"": 0.6, ""reason"": ""below_threshold_candidate""}], ""suppressed"": [{""label"": ""threat"", ""probability"": 0.4614618718624115, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}], ""probs"": {""hate_speech"": 0.5815556645393372, ""discrimination"": 0.5829193592071533, ""contextual_hate"": 0.6135280132293701, ""threat"": 0.4614618718624115, ""violence"": 0.47024402022361755, ""fear"": 0.491866797208786, ""sexual"": 0.45077329874038696, ""illegal"": 0.4455493092536926, ""online_harm"": 0.5802454948425293}, ""thresholds_used"": {""hate_speech"": 0.5499999999999999, ""discrimination"": 0.65, ""contextual_hate"": 0.3, ""threat"": 0.35, ""violence"": 0.5499999999999999, ""fear"": 0.05, ""sexual"": 0.44999999999999996, ""illegal"": 0.49999999999999994, ""online_harm"": 0.6}}}",0.5815556645393372,0.5829193592071533,0.6135280132293701,0.4614618718624115,0.47024402022361755,0.491866797208786,0.45077329874038696,0.4455493092536926,0.5802454948425293,neutral label but high hate probability|target_group missing for discrimination/contextual_hate,False
1,hate_video_1,hate_video_1_7_15,0.6359475255012512,1,0,,contextual_hate|fear,"{""binary_label"": 1, ""prob_hate"": 0.6359475255012512, ""severity"": 0, ""severity_probs"": [0.5523735880851746, 0.08082402497529984, 0.2776268422603607, 0.0891755223274231], ""target_group"": null, ""moderation_explanation"": ""Selected taxonomy labels: contextual_hate, threat, fear. No target group was returned because none was grounded in text evidence."", ""moderation_summary"": {""selected_taxonomy_count"": 3, ""max_taxonomy_prob"": 0.5786802768707275, ""prob_hate"": 0.6359475255012512}, ""taxonomy"": {""labels"": [""contextual_hate"", ""fear""], ""candidates"": [{""label"": ""hate_speech"", ""probability"": 0.5347303748130798, ""threshold"": 0.5499999999999999, ""reason"": ""below_threshold_candidate""}, {""label"": ""threat"", ""probability"": 0.4645243287086487, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}, {""label"": ""violence"", ""probability"": 0.5413654446601868, ""threshold"": 0.5499999999999999, ""reason"": ""below_threshold_candidate""}, {""label"": ""sexual"", ""probability"": 0.4377557337284088, ""threshold"": 0.44999999999999996, ""reason"": ""below_threshold_candidate""}, {""label"": ""illegal"", ""probability"": 0.4945923089981079, ""threshold"": 0.49999999999999994, ""reason"": ""below_threshold_candidate""}, {""label"": ""online_harm"", ""probability"": 0.5786802768707275, ""threshold"": 0.6, ""reason"": ""below_threshold_candidate""}], ""suppressed"": [{""label"": ""threat"", ""probability"": 0.4645243287086487, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}], ""probs"": {""hate_speech"": 0.5347303748130798, ""discrimination"": 0.486746221780777, ""contextual_hate"": 0.5196324586868286, ""threat"": 0.4645243287086487, ""violence"": 0.5413654446601868, ""fear"": 0.48003605008125305, ""sexual"": 0.4377557337284088, ""illegal"": 0.4945923089981079, ""online_harm"": 0.5786802768707275}, ""thresholds_used"": {""hate_speech"": 0.5499999999999999, ""discrimination"": 0.65, ""contextual_hate"": 0.3, ""threat"": 0.35, ""violence"": 0.5499999999999999, ""fear"": 0.05, ""sexual"": 0.44999999999999996, ""illegal"": 0.49999999999999994, ""online_harm"": 0.6}}}",0.5347303748130798,0.486746221780777,0.5196324586868286,0.4645243287086487,0.5413654446601868,0.48003605008125305,0.4377557337284088,0.4945923089981079,0.5786802768707275,target_group missing for discrimination/contextual_hate,False
2,hate_video_1,hate_video_1_18_44,0.9504491090774536,1,2,,hate_speech|discrimination|contextual_hate|fear|sexual,"{""binary_label"": 1, ""prob_hate"": 0.9504491090774536, ""severity"": 2, ""severity_probs"": [0.3041263222694397, 0.13069936633110046, 0.38589733839035034, 0.1792769730091095], ""target_group"": null, ""moderation_explanation"": ""Selected taxonomy labels: hate_speech, discrimination, contextual_hate, threat, fear, sexual. No target group was returned because none was grounded in text evidence."", ""moderation_summary"": {""selected_taxonomy_count"": 6, ""max_taxonomy_prob"": 0.6641508936882019, ""prob_hate"": 0.9504491090774536}, ""taxonomy"": {""labels"": [""hate_speech"", ""discrimination"", ""contextual_hate"", ""fear"", ""sexual""], ""candidates"": [{""label"": ""threat"", ""probability"": 0.4396490752696991, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}, {""label"": ""illegal"", ""probability"": 0.40920892357826233, ""threshold"": 0.49999999999999994, ""reason"": ""below_threshold_candidate""}, {""label"": ""online_harm"", ""probability"": 0.5988879799842834, ""threshold"": 0.6, ""reason"": ""below_threshold_candidate""}], ""suppressed"": [{""label"": ""threat"", ""probability"": 0.4396490752696991, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}], ""probs"": {""hate_speech"": 0.6056334376335144, ""discrimination"": 0.6527873873710632, ""contextual_hate"": 0.6641508936882019, ""threat"": 0.4396490752696991, ""violence"": 0.44546690583229065, ""fear"": 0.5081688761711121, ""sexual"": 0.457736998796463, ""illegal"": 0.40920892357826233, ""online_harm"": 0.5988879799842834}, ""thresholds_used"": {""hate_speech"": 0.5499999999999999, ""discrimination"": 0.65, ""contextual_hate"": 0.3, ""threat"": 0.35, ""violence"": 0.5499999999999999, ""fear"": 0.05, ""sexual"": 0.44999999999999996, ""illegal"": 0.49999999999999994, ""online_harm"": 0.6}}}",0.6056334376335144,0.6527873873710632,0.6641508936882019,0.4396490752696991,0.44546690583229065,0.5081688761711121,0.457736998796463,0.40920892357826233,0.5988879799842834,target_group missing for discrimination/contextual_hate,False
3,hate_video_1,hate_video_1_87_93,0.9787513613700867,1,2,,hate_speech|discrimination|contextual_hate|fear|sexual,"{""binary_label"": 1, ""prob_hate"": 0.9787513613700867, ""severity"": 2, ""severity_probs"": [0.23654697835445404, 0.13643895089626312, 0.3860308527946472, 0.24098318815231323], ""target_group"": null, ""moderation_explanation"": ""Selected taxonomy labels: hate_speech, discrimination, contextual_hate, threat, fear, sexual, online_harm. No target group was returned because none was grounded in text evidence."", ""moderation_summary"": {""selected_taxonomy_count"": 7, ""max_taxonomy_prob"": 0.7273971438407898, ""prob_hate"": 0.9787513613700867}, ""taxonomy"": {""labels"": [""hate_speech"", ""discrimination"", ""contextual_hate"", ""fear"", ""sexual""], ""candidates"": [{""label"": ""threat"", ""probability"": 0.41681715846061707, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}, {""label"": ""online_harm"", ""probability"": 0.6145564317703247, ""threshold"": 0.6, ""reason"": ""suppressed_missing_required_rare_label_evidence""}], ""suppressed"": [{""label"": ""threat"", ""probability"": 0.41681715846061707, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}, {""label"": ""online_harm"", ""probability"": 0.6145564317703247, ""threshold"": 0.6, ""reason"": ""suppressed_missing_required_rare_label_evidence""}], ""probs"": {""hate_speech"": 0.632954478263855, ""discrimination"": 0.7273971438407898, ""contextual_hate"": 0.7004857063293457, ""threat"": 0.41681715846061707, ""violence"": 0.3791264295578003, ""fear"": 0.4919759929180145, ""sexual"": 0.46232545375823975, ""illegal"": 0.37351441383361816, ""online_harm"": 0.6145564317703247}, ""thresholds_used"": {""hate_speech"": 0.5499999999999999, ""discrimination"": 0.65, ""contextual_hate"": 0.3, ""threat"": 0.35, ""violence"": 0.5499999999999999, ""fear"": 0.05, ""sexual"": 0.44999999999999996, ""illegal"": 0.49999999999999994, ""online_harm"": 0.6}}}",0.632954478263855,0.7273971438407898,0.7004857063293457,0.41681715846061707,0.3791264295578003,0.4919759929180145,0.46232545375823975,0.37351441383361816,0.6145564317703247,neutral label but high hate probability|target_group missing for discrimination/contextual_hate,False
4,hate_video_2,hate_video_2_0_129,0.9201789498329163,1,2,,hate_speech|contextual_hate|fear|sexual,"{""binary_label"": 1, ""prob_hate"": 0.9201789498329163, ""severity"": 2, ""severity_probs"": [0.3029516339302063, 0.13325878977775574, 0.36679691076278687, 0.1969926804304123], ""target_group"": null, ""moderation_explanation"": ""Selected taxonomy labels: hate_speech, contextual_hate, threat, fear, sexual. No target group was returned because none was grounded in text evidence."", ""moderation_summary"": {""selected_taxonomy_count"": 5, ""max_taxonomy_prob"": 0.6415795087814331, ""prob_hate"": 0.9201789498329163}, ""taxonomy"": {""labels"": [""hate_speech"", ""contextual_hate"", ""fear"", ""sexual""], ""candidates"": [{""label"": ""discrimination"", ""probability"": 0.6269067525863647, ""threshold"": 0.65, ""reason"": ""below_threshold_candidate""}, {""label"": ""threat"", ""probability"": 0.4630057215690613, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}, {""label"": ""illegal"", ""probability"": 0.4372904896736145, ""threshold"": 0.49999999999999994, ""reason"": ""below_threshold_candidate""}, {""label"": ""online_harm"", ""probability"": 0.5656993985176086, ""threshold"": 0.6, ""reason"": ""below_threshold_candidate""}], ""suppressed"": [{""label"": ""threat"", ""probability"": 0.4630057215690613, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}], ""probs"": {""hate_speech"": 0.571091890335083, ""discrimination"": 0.6269067525863647, ""contextual_hate"": 0.6415795087814331, ""threat"": 0.4630057215690613, ""violence"": 0.4133554697036743, ""fear"": 0.5128847360610962, ""sexual"": 0.45955148339271545, ""illegal"": 0.4372904896736145, ""online_harm"": 0.5656993985176086}, ""thresholds_used"": {""hate_speech"": 0.5499999999999999, ""discrimination"": 0.65, ""contextual_hate"": 0.3, ""threat"": 0.35, ""violence"": 0.5499999999999999, ""fear"": 0.05, ""sexual"": 0.44999999999999996, ""illegal"": 0.49999999999999994, ""online_harm"": 0.6}}}",0.571091890335083,0.6269067525863647,0.6415795087814331,0.4630057215690613,0.4133554697036743,0.5128847360610962,0.45955148339271545,0.4372904896736145,0.5656993985176086,neutral label but high hate probability|target_group missing for discrimination/contextual_hate,False
5,hate_video_4,hate_video_4_0_231,0.9756916165351868,1,2,Men,hate_speech|discrimination|contextual_hate|threat|fear|sexual,"{""binary_label"": 1, ""prob_hate"": 0.9756916165351868, ""severity"": 2, ""severity_probs"": [0.2152705192565918, 0.13974551856517792, 0.34066304564476013, 0.30432090163230896], ""target_group"": ""Men"", ""moderation_explanation"": ""Selected taxonomy labels: hate_speech, discrimination, contextual_hate, threat, fear, sexual. Target group found from evidence: Men."", ""moderation_summary"": {""selected_taxonomy_count"": 6, ""max_taxonomy_prob"": 0.7326439619064331, ""prob_hate"": 0.9756916165351868}, ""taxonomy"": {""labels"": [""hate_speech"", ""discrimination"", ""contextual_hate"", ""threat"", ""fear"", ""sexual""], ""candidates"": [{""label"": ""online_harm"", ""probability"": 0.5905651450157166, ""threshold"": 0.6, ""reason"": ""below_threshold_candidate""}], ""suppressed"": [], ""probs"": {""hate_speech"": 0.6402679681777954, ""discrimination"": 0.7326439619064331, ""contextual_hate"": 0.7042591571807861, ""threat"": 0.40135711431503296, ""violence"": 0.3882955312728882, ""fear"": 0.5122119188308716, ""sexual"": 0.49190810322761536, ""illegal"": 0.38517019152641296, ""online_harm"": 0.5905651450157166}, ""thresholds_used"": {""hate_speech"": 0.5499999999999999, ""discrimination"": 0.65, ""contextual_hate"": 0.3, ""threat"": 0.35, ""violence"": 0.5499999999999999, ""fear"": 0.05, ""sexual"": 0.44999999999999996, ""illegal"": 0.49999999999999994, ""online_harm"": 0.6}}}",0.6402679681777954,0.7326439619064331,0.7042591571807861,0.40135711431503296,0.3882955312728882,0.5122119188308716,0.49190810322761536,0.38517019152641296,0.5905651450157166,taxonomy labels conflict with final_labels,False
6,hate_video_4,hate_video_4_0_13,0.9756916165351868,1,2,Men,hate_speech|discrimination|contextual_hate|fear|sexual,"{""binary_label"": 1, ""prob_hate"": 0.9756916165351868, ""severity"": 2, ""severity_probs"": [0.2152705192565918, 0.13974551856517792, 0.34066304564476013, 0.30432090163230896], ""target_group"": ""Men"", ""moderation_explanation"": ""Selected taxonomy labels: hate_speech, discrimination, contextual_hate, threat, fear, sexual. Target group found from evidence: Men."", ""moderation_summary"": {""selected_taxonomy_count"": 6, ""max_taxonomy_prob"": 0.7326439619064331, ""prob_hate"": 0.9756916165351868}, ""taxonomy"": {""labels"": [""hate_speech"", ""discrimination"", ""contextual_hate"", ""fear"", ""sexual""], ""candidates"": [{""label"": ""threat"", ""probability"": 0.40135711431503296, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}, {""label"": ""online_harm"", ""probability"": 0.5905651450157166, ""threshold"": 0.6, ""reason"": ""below_threshold_candidate""}], ""suppressed"": [{""label"": ""threat"", ""probability"": 0.40135711431503296, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}], ""probs"": {""hate_speech"": 0.6402679681777954, ""discrimination"": 0.7326439619064331, ""contextual_hate"": 0.7042591571807861, ""threat"": 0.40135711431503296, ""violence"": 0.3882955312728882, ""fear"": 0.5122119188308716, ""sexual"": 0.49190810322761536, ""illegal"": 0.38517019152641296, ""online_harm"": 0.5905651450157166}, ""thresholds_used"": {""hate_speech"": 0.5499999999999999, ""discrimination"": 0.65, ""contextual_hate"": 0.3, ""threat"": 0.35, ""violence"": 0.5499999999999999, ""fear"": 0.05, ""sexual"": 0.44999999999999996, ""illegal"": 0.49999999999999994, ""online_harm"": 0.6}}}",0.6402679681777954,0.7326439619064331,0.7042591571807861,0.40135711431503296,0.3882955312728882,0.5122119188308716,0.49190810322761536,0.38517019152641296,0.5905651450157166,neutral label but high hate probability,False
7,hate_video_5,hate_video_5_1_5,0.08591773360967636,0,0,Men,violence|fear,"{""binary_label"": 0, ""prob_hate"": 0.08591773360967636, ""severity"": 0, ""severity_probs"": [0.7250964045524597, 0.053056500852108, 0.1657867729663849, 0.056060291826725006], ""target_group"": ""Men"", ""moderation_explanation"": ""Selected taxonomy labels: contextual_hate, threat, violence, fear, illegal. Target group found from evidence: Men."", ""moderation_summary"": {""selected_taxonomy_count"": 5, ""max_taxonomy_prob"": 0.5976241230964661, ""prob_hate"": 0.08591773360967636}, ""taxonomy"": {""labels"": [""violence"", ""fear""], ""candidates"": [{""label"": ""contextual_hate"", ""probability"": 0.3117266893386841, ""threshold"": 0.3, ""reason"": ""suppressed_low_binary_hate_probability""}, {""label"": ""threat"", ""probability"": 0.4020293653011322, ""threshold"": 0.35, ""reason"": ""suppressed_low_binary_hate_probability""}, {""label"": ""sexual"", ""probability"": 0.38923588395118713, ""threshold"": 0.44999999999999996, ""reason"": ""below_threshold_candidate""}, {""label"": ""illegal"", ""probability"": 0.5622849464416504, ""threshold"": 0.49999999999999994, ""reason"": ""suppressed_low_binary_hate_probability""}], ""suppressed"": [{""label"": ""contextual_hate"", ""probability"": 0.3117266893386841, ""threshold"": 0.3, ""reason"": ""suppressed_low_binary_hate_probability""}, {""label"": ""threat"", ""probability"": 0.4020293653011322, ""threshold"": 0.35, ""reason"": ""suppressed_low_binary_hate_probability""}, {""label"": ""illegal"", ""probability"": 0.5622849464416504, ""threshold"": 0.49999999999999994, ""reason"": ""suppressed_low_binary_hate_probability""}], ""probs"": {""hate_speech"": 0.3700951039791107, ""discrimination"": 0.31095781922340393, ""contextual_hate"": 0.3117266893386841, ""threat"": 0.4020293653011322, ""violence"": 0.5976241230964661, ""fear"": 0.4264739155769348, ""sexual"": 0.38923588395118713, ""illegal"": 0.5622849464416504, ""online_harm"": 0.4793461859226227}, ""thresholds_used"": {""hate_speech"": 0.5499999999999999, ""discrimination"": 0.65, ""contextual_hate"": 0.3, ""threat"": 0.35, ""violence"": 0.5499999999999999, ""fear"": 0.05, ""sexual"": 0.44999999999999996, ""illegal"": 0.49999999999999994, ""online_harm"": 0.6}}}",0.3700951039791107,0.31095781922340393,0.3117266893386841,0.4020293653011322,0.5976241230964661,0.4264739155769348,0.38923588395118713,0.5622849464416504,0.4793461859226227,hate label but low hate probability|taxonomy labels conflict with final_labels,False
8,hate_video_5,hate_video_5_7_10,0.9643822908401489,1,2,,hate_speech|discrimination|contextual_hate|fear|sexual,"{""binary_label"": 1, ""prob_hate"": 0.9643822908401489, ""severity"": 2, ""severity_probs"": [0.21986094117164612, 0.1406659334897995, 0.3299722373485565, 0.30950087308883667], ""target_group"": null, ""moderation_explanation"": ""Selected taxonomy labels: hate_speech, discrimination, contextual_hate, threat, fear, sexual. No target group was returned because none was grounded in text evidence."", ""moderation_summary"": {""selected_taxonomy_count"": 6, ""max_taxonomy_prob"": 0.693956196308136, ""prob_hate"": 0.9643822908401489}, ""taxonomy"": {""labels"": [""hate_speech"", ""discrimination"", ""contextual_hate"", ""fear"", ""sexual""], ""candidates"": [{""label"": ""threat"", ""probability"": 0.4232957661151886, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}, {""label"": ""online_harm"", ""probability"": 0.5966345071792603, ""threshold"": 0.6, ""reason"": ""below_threshold_candidate""}], ""suppressed"": [{""label"": ""threat"", ""probability"": 0.4232957661151886, ""threshold"": 0.35, ""reason"": ""suppressed_missing_required_rare_label_evidence""}], ""probs"": {""hate_speech"": 0.6144098043441772, ""discrimination"": 0.693956196308136, ""contextual_hate"": 0.679712176322937, ""threat"": 0.4232957661151886, ""violence"": 0.3882315754890442, ""fear"": 0.5031401515007019, ""sexual"": 0.5036851763725281, ""illegal"": 0.3983246088027954, ""online_harm"": 0.5966345071792603}, ""thresholds_used"": {""hate_speech"": 0.5499999999999999, ""discrimination"": 0.65, ""contextual_hate"": 0.3, ""threat"": 0.35, ""violence"": 0.5499999999999999, ""fear"": 0.05, ""sexual"": 0.44999999999999996, ""illegal"": 0.49999999999999994, ""online_harm"": 0.6}}}",0.6144098043441772,0.693956196308136,0.679712176322937,0.4232957661151886,0.3882315754890442,0.5031401515007019,0.5036851763725281,0.3983246088027954,0.5966345071792603,target_group missing for discrimination/contextual_hate,False
9,hate_video_5,hate_video_5_11_14,0.03193974494934082,0,0,,violence|fear,"{""binary_label"": 0, ""prob_hate"": 0.03193974494934082, ""severity"": 0, ""severity_probs"": [0.8279098868370056, 0.03914003074169159, 0.09510771930217743, 0.037842389196157455], ""target_group"": null, ""moderation_explanation"": ""Selected taxonomy labels: violence, fear, illegal."", ""moderation_summary"": {""selected_taxonomy_count"": 3, ""max_taxonomy_prob"": 0.6052939891815186, ""prob_hate"": 0.03193974494934082}, ""taxonomy"": {""labels"": [""violence"", ""fear""], ""candidates"": [{""label"": ""contextual_hate"", ""probability"": 0.2394597977399826, ""threshold"": 0.3, ""reason"": ""below_threshold_candidate""}, {""label"": ""threat"", ""probability"": 0.3184528350830078, ""threshold"": 0.35, ""reason"": ""below_threshold_candidate""}, {""label"": ""sexual"", ""probability"": 0.4077584445476532, ""threshold"": 0.44999999999999996, ""reason"": ""below_threshold_candidate""}, {""label"": ""illegal"", ""probability"": 0.5215818881988525, ""threshold"": 0.49999999999999994, ""reason"": ""suppressed_low_binary_hate_probability""}], ""suppressed"": [{""label"": ""illegal"", ""probability"": 0.5215818881988525, ""threshold"": 0.49999999999999994, ""reason"": ""suppressed_low_binary_hate_probability""}], ""probs"": {""hate_speech"": 0.3480449318885803, ""discrimination"": 0.2633179724216461, ""contextual_hate"": 0.2394597977399826, ""threat"": 0.3184528350830078, ""violence"": 0.6052939891815186, ""fear"": 0.3825649619102478, ""sexual"": 0.4077584445476532, ""illegal"": 0.5215818881988525, ""online_harm"": 0.4836670458316803}, ""thresholds_used"": {""hate_speech"": 0.5499999999999999, ""discrimination"": 0.65, ""contextual_hate"": 0.3, ""threat"": 0.35, ""violence"": 0.5499999999999999, ""fear"": 0.05, ""sexual"": 0.44999999999999996, ""illegal"": 0.49999999999999994, ""online_harm"": 0.6}}}",0.3480449318885803,0.2633179724216461,0.2394597977399826,0.3184528350830078,0.6052939891815186,0.3825649619102478,0.4077584445476532,0.5215818881988525,0.4836670458316803,hate label but low hate probability,False
